brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Skoda,Octavia,2021,Semi-Auto,19519,Petrol,125,60.6,1.6,19598.54
Mercedes,A Class,2022,Automatic,20348,Petrol,205,68.9,2.1,35725.23
Mercedes,GLC Class,2006,Manual,52864,Petrol,150,46.8,1.9,17912.12
VW,T-Cross,2011,Automatic,66869,Petrol,150,49.3,2.2,13987.01
Hyundai,Santa Fe,2017,Automatic,23755,Diesel,145,75.5,1.0,13078.44
Hyundai,Ioniq,2012,Automatic,72153,Diesel,150,65.3,1.4,9288.44
Mercedes,A Class,2018,Manual,17705,Hybrid,0,75.3,2.7,31147.27
Ford,Fiesta,2019,Automatic,36401,Petrol,145,33.9,1.8,18468.99
Ford,Fiesta,2016,Semi-Auto,68094,Hybrid,150,69.0,1.7,14066.41
Mercedes,C Class,2006,Semi-Auto,103462,Electric,30,56.4,2.1,14884.04
Ford,Galaxy,2008,Manual,59720,Petrol,0,31.3,1.5,10114.01
Mercedes,A Class,2014,Semi-Auto,50374,Petrol,145,60.2,3.0,28085.51
Toyota,Aygo,2019,Semi-Auto,14260,Electric,145,25.7,1.8,19335.81
BMW,1 Series,2014,Automatic,28501,Electric,205,28.7,2.1,26586.42
Mercedes,C Class,2009,Semi-Auto,72852,Diesel,555,48.5,2.6,21599.61
Audi,A6,2023,Automatic,20090,Electric,0,30.2,1.9,29754.68
BMW,X5,2019,Manual,54427,Diesel,0,49.7,1.9,28801.64
Mercedes,GLC Class,2014,Manual,36122,Petrol,205,31.1,2.1,25375.46
Toyota,Prius,2021,Automatic,24403,Electric,0,36.5,2.0,20814.34
Hyundai,Santa Fe,2006,Semi-Auto,97967,Diesel,555,39.5,1.5,4930.84
Vauxhall,Grandland X,2021,Automatic,19992,Diesel,30,72.9,1.3,18856.61
Mercedes,E Class,2005,Semi-Auto,67604,Petrol,125,67.1,1.5,17326.43
Audi,A3,2021,Semi-Auto,9929,Hybrid,145,46.1,1.5,28869.06
Skoda,Karoq,2017,Semi-Auto,47999,Petrol,555,30.6,1.5,13996.03
Skoda,Kamiq,2007,Semi-Auto,79078,Petrol,555,37.2,1.0,2728.41
Mercedes,B Class,2009,Semi-Auto,81622,Electric,0,46.1,2.7,23512.9
Skoda,Fabia,2017,Manual,62781,Hybrid,30,64.2,1.1,13116.1
Hyundai,i10,2007,Semi-Auto,122267,Hybrid,0,38.0,1.1,2110.41
Ford,Fiesta,2017,Manual,58548,Electric,125,58.2,1.1,16456.79
Audi,A1,2016,Manual,36765,Diesel,145,65.4,1.2,22975.81
Ford,Mondeo,2018,Semi-Auto,16051,Diesel,125,51.4,1.7,17354.41
VW,T-Cross,2009,Semi-Auto,62865,Electric,20,62.5,1.2,10812.36
Skoda,Karoq,2023,Automatic,13968,Hybrid,20,41.4,1.3,19016.88
VW,T-Cross,2015,Semi-Auto,30534,Diesel,150,69.8,1.7,15989.16
VW,Golf,2017,Automatic,21459,Diesel,0,63.1,2.1,19131.48
VW,Polo,2013,Automatic,47860,Hybrid,125,43.2,2.5,15256.63
Ford,Focus,2016,Automatic,39841,Hybrid,0,72.1,1.6,16850.94
Hyundai,Santa Fe,2015,Automatic,54761,Diesel,0,36.4,1.5,12229.95
Vauxhall,Mokka,2006,Semi-Auto,56418,Petrol,555,64.7,1.6,5508.64
Hyundai,i30,2013,Semi-Auto,64936,Diesel,555,47.6,1.4,9806.13
Vauxhall,Crossland X,2020,Semi-Auto,32933,Hybrid,205,47.3,1.8,16846.16
Mercedes,GLA Class,2012,Manual,49387,Hybrid,0,71.3,2.0,23912.6
Toyota,Aygo,2017,Automatic,22150,Diesel,30,59.6,1.6,21924.2
Vauxhall,Mokka,2016,Manual,28931,Electric,150,35.3,1.5,11508.27
Mercedes,GLC Class,2017,Manual,48368,Petrol,145,26.0,1.5,25710.12
Audi,Q5,2010,Semi-Auto,75484,Hybrid,125,50.9,2.6,20460.39
Toyota,Aygo,2007,Semi-Auto,50186,Petrol,125,69.6,1.9,10226.11
Ford,Galaxy,2013,Semi-Auto,31731,Petrol,30,31.4,1.4,11787.98
Skoda,Karoq,2008,Automatic,65531,Electric,205,30.6,1.3,7776.19
Audi,A5,2009,Semi-Auto,51025,Petrol,145,35.4,2.3,18007.35
Hyundai,Santa Fe,2021,Automatic,12769,Hybrid,555,77.2,1.9,17342.95
VW,Tiguan,2016,Manual,29444,Diesel,555,70.4,1.6,16691.07
Mercedes,GLA Class,2018,Automatic,38666,Hybrid,150,70.9,1.9,31419.67
Skoda,Kodiaq,2019,Automatic,84132,Petrol,20,57.6,1.2,16020.72
Vauxhall,Insignia,2014,Automatic,33202,Diesel,125,39.8,1.4,11095.69
Ford,Galaxy,2009,Automatic,64607,Hybrid,125,42.3,1.9,11724.63
Toyota,Prius,2009,Semi-Auto,54924,Electric,145,43.4,1.2,7491.47
Audi,A6,2006,Semi-Auto,60250,Electric,20,41.5,1.7,13764.54
Ford,EcoSport,2017,Manual,18408,Petrol,150,68.4,2.0,18559.36
Audi,A4,2009,Automatic,56899,Diesel,145,69.9,1.1,21017.78
Skoda,Kamiq,2016,Manual,94017,Diesel,205,76.9,1.4,11571.05
Vauxhall,Crossland X,2013,Manual,38942,Diesel,145,49.3,1.6,8542.61
Hyundai,Ioniq,2012,Automatic,65038,Electric,555,60.4,1.2,13185.85
VW,Golf,2018,Automatic,53348,Diesel,20,78.1,1.1,18534.41
Audi,A1,2009,Semi-Auto,74790,Petrol,20,59.0,2.0,17811.07
Mercedes,B Class,2013,Automatic,41434,Electric,205,50.6,2.9,27691.5
Skoda,Fabia,2020,Manual,15981,Hybrid,20,56.4,1.9,19040.54
Audi,Q2,2010,Manual,47783,Diesel,0,55.4,1.1,15801.13
Skoda,Citigo,2020,Automatic,14794,Diesel,125,56.0,1.8,21079.06
BMW,3 Series,2020,Manual,14615,Hybrid,150,68.4,2.9,33361.38
Audi,A4,2019,Automatic,13014,Hybrid,0,72.3,2.2,29284.27
VW,Golf,2018,Automatic,22767,Petrol,30,27.6,1.0,17349.51
Ford,Fiesta,2022,Automatic,8659,Electric,20,32.0,1.1,20023.45
VW,Tiguan,2013,Semi-Auto,33643,Diesel,150,79.8,1.4,12679.3
Toyota,Prius,2006,Manual,66042,Diesel,555,71.6,1.3,5837.2
Skoda,Citigo,2019,Semi-Auto,12713,Electric,30,26.3,1.8,18090.9
Hyundai,i10,2022,Automatic,3759,Petrol,145,63.9,1.8,22736.69
BMW,X5,2015,Manual,35303,Diesel,20,68.0,2.9,27073.92
Hyundai,i10,2006,Semi-Auto,63066,Electric,555,40.7,1.5,6689.42
Skoda,Octavia,2022,Semi-Auto,9390,Petrol,20,50.9,1.6,20078.97
Mercedes,C Class,2006,Semi-Auto,53592,Electric,205,36.2,1.6,15582.24
Mercedes,GLC Class,2017,Manual,29685,Electric,150,44.3,1.6,28382.33
BMW,2 Series,2014,Automatic,47822,Diesel,125,70.7,1.6,27346.49
VW,T-Cross,2015,Manual,39714,Hybrid,555,41.6,2.4,16516.89
Toyota,Corolla,2011,Semi-Auto,62925,Diesel,20,75.7,2.3,14900.61
Toyota,Prius,2017,Semi-Auto,40720,Hybrid,205,54.9,2.5,22088.11
VW,Passat,2016,Automatic,62359,Hybrid,20,62.9,1.7,14336.63
Audi,Q3,2018,Semi-Auto,43899,Diesel,20,48.0,3.0,25814.38
VW,T-Roc,2012,Automatic,50471,Electric,125,65.2,1.8,14296.01
Vauxhall,Crossland X,2006,Manual,62166,Diesel,20,44.6,1.3,2913.45
Toyota,Land Cruiser,2013,Semi-Auto,38028,Diesel,125,46.6,2.4,16414.34
Vauxhall,Grandland X,2005,Semi-Auto,67041,Electric,125,26.8,1.0,1500.0
Toyota,Corolla,2007,Automatic,50208,Electric,30,60.4,1.6,12243.85
Toyota,Land Cruiser,2023,Manual,29158,Petrol,125,59.8,2.3,25490.92
Ford,Puma,2011,Semi-Auto,83156,Electric,555,41.4,1.1,8558.73
Ford,Fiesta,2009,Manual,82113,Petrol,555,60.1,1.0,6507.45
VW,Touareg,2023,Semi-Auto,7033,Petrol,145,31.4,1.6,21460.54
Ford,Kuga,2017,Semi-Auto,28279,Petrol,0,49.3,1.0,12904.31
Skoda,Superb,2022,Manual,20147,Electric,125,27.1,1.7,20980.58
Audi,A5,2013,Manual,44262,Diesel,125,53.3,2.6,23378.89
Ford,EcoSport,2021,Semi-Auto,8214,Electric,555,49.1,1.7,19361.94
Vauxhall,Corsa,2020,Manual,80015,Electric,205,47.4,1.0,14590.82
BMW,5 Series,2012,Manual,35508,Electric,145,27.3,1.5,21649.28
BMW,X5,2014,Semi-Auto,38385,Diesel,205,54.7,2.1,25093.09
Hyundai,Kona,2019,Semi-Auto,64767,Diesel,555,75.8,1.9,18995.0
Vauxhall,Mokka,2005,Automatic,91340,Hybrid,205,51.9,1.3,4635.13
Toyota,Aygo,2021,Manual,13042,Hybrid,145,67.6,2.1,24155.04
BMW,5 Series,2010,Semi-Auto,85245,Hybrid,145,63.2,2.8,21626.94
BMW,X5,2010,Semi-Auto,114000,Diesel,30,65.9,2.6,20251.09
BMW,3 Series,2009,Manual,135773,Diesel,30,61.3,2.4,20023.22
BMW,X1,2023,Manual,12783,Petrol,125,62.0,2.2,34657.83
Ford,Mondeo,2005,Semi-Auto,61764,Hybrid,150,46.6,1.9,8935.09
Toyota,C-HR,2020,Manual,10559,Hybrid,20,65.0,2.2,22822.03
Vauxhall,Insignia,2017,Semi-Auto,21005,Petrol,125,43.8,1.3,13749.93
BMW,2 Series,2017,Automatic,47990,Hybrid,555,64.4,2.1,26422.87
Vauxhall,Crossland X,2016,Semi-Auto,26861,Electric,555,63.8,1.4,15612.76
Toyota,Aygo,2022,Semi-Auto,42283,Diesel,150,65.2,1.0,20912.05
Ford,EcoSport,2018,Semi-Auto,33810,Hybrid,20,76.7,1.9,20236.24
Vauxhall,Mokka,2006,Semi-Auto,52909,Electric,555,51.7,1.5,2945.89
Ford,Puma,2016,Semi-Auto,25673,Hybrid,20,35.2,1.1,13293.8
VW,T-Cross,2006,Semi-Auto,72653,Diesel,125,59.1,1.9,7518.77
VW,T-Roc,2013,Manual,34657,Petrol,145,46.6,1.6,14318.2
Toyota,Prius,2018,Manual,35924,Petrol,20,61.0,1.4,18700.81
Mercedes,B Class,2006,Manual,91614,Petrol,125,33.5,2.2,18827.04
Hyundai,Ioniq,2005,Manual,69381,Petrol,145,61.0,1.9,4391.23
Audi,Q3,2016,Semi-Auto,29562,Hybrid,150,57.4,1.7,23980.12
Ford,Mondeo,2014,Semi-Auto,36871,Diesel,20,39.7,1.6,13822.16
Mercedes,B Class,2018,Automatic,56476,Electric,125,40.6,2.9,31798.39
Skoda,Citigo,2019,Automatic,14889,Diesel,20,55.5,1.7,18212.23
Hyundai,i30,2016,Semi-Auto,27870,Electric,125,44.4,1.9,13367.71
Hyundai,Ioniq,2022,Automatic,22078,Hybrid,205,68.5,1.7,22034.11
Mercedes,A Class,2019,Automatic,26897,Diesel,0,65.7,1.9,32255.29
BMW,2 Series,2018,Manual,19672,Hybrid,145,77.0,2.8,33904.31
Vauxhall,Crossland X,2010,Automatic,66131,Diesel,145,74.8,1.4,10287.37
Ford,Puma,2021,Semi-Auto,10966,Petrol,125,51.5,1.5,17666.92
Toyota,C-HR,2023,Automatic,64099,Petrol,30,64.5,1.1,20116.45
Vauxhall,Corsa,2006,Automatic,62737,Hybrid,30,68.4,1.9,7793.49
Audi,A5,2022,Automatic,9172,Electric,20,66.2,1.3,30151.06
Skoda,Karoq,2007,Automatic,64966,Petrol,205,65.5,1.6,7642.9
Ford,Galaxy,2014,Automatic,85051,Hybrid,0,43.2,1.4,13206.89
BMW,X3,2015,Semi-Auto,28827,Electric,125,60.6,1.8,25585.14
Skoda,Citigo,2021,Manual,41083,Hybrid,30,40.9,1.2,17113.04
Skoda,Fabia,2022,Manual,40212,Hybrid,555,37.4,1.0,14757.76
Skoda,Octavia,2021,Semi-Auto,60531,Petrol,0,65.2,1.7,19675.94
Ford,Kuga,2021,Semi-Auto,17316,Diesel,555,50.6,1.8,17131.75
Mercedes,C Class,2005,Automatic,70639,Diesel,30,46.1,2.6,22357.02
VW,Polo,2023,Automatic,12716,Electric,0,36.9,1.0,23768.61
Mercedes,B Class,2007,Manual,50997,Petrol,30,29.3,2.1,18209.19
Hyundai,Santa Fe,2015,Automatic,24067,Diesel,555,40.8,1.9,15832.43
Vauxhall,Insignia,2012,Semi-Auto,35089,Electric,205,36.6,1.4,8024.68
BMW,X5,2009,Semi-Auto,89913,Hybrid,150,45.1,2.2,18188.32
Mercedes,GLA Class,2008,Semi-Auto,49005,Electric,205,33.1,2.9,22032.65
Toyota,C-HR,2008,Semi-Auto,45281,Diesel,30,70.9,1.9,12056.09
Mercedes,B Class,2019,Automatic,31046,Petrol,150,68.3,2.7,34057.18
Audi,A3,2011,Semi-Auto,40170,Diesel,205,60.6,2.3,20517.97
Ford,Puma,2022,Automatic,64733,Hybrid,555,75.1,1.5,18076.35
Vauxhall,Astra,2011,Automatic,41683,Petrol,0,52.1,1.8,10191.67
Hyundai,Tucson,2008,Automatic,52072,Petrol,125,44.9,1.1,8527.35
Skoda,Octavia,2019,Automatic,24173,Petrol,20,61.1,1.9,20135.17
BMW,X3,2010,Manual,40415,Petrol,150,56.8,2.7,21728.54
BMW,1 Series,2005,Automatic,116065,Hybrid,145,43.5,2.8,17680.36
Hyundai,Tucson,2013,Semi-Auto,63159,Hybrid,205,42.2,1.2,9164.85
BMW,5 Series,2009,Manual,110753,Petrol,30,45.9,2.4,20968.41
Ford,Puma,2017,Automatic,27263,Diesel,0,55.8,1.3,16100.57
VW,T-Roc,2022,Semi-Auto,7075,Electric,125,52.1,1.2,19076.22
Hyundai,Kona,2016,Manual,101397,Petrol,0,51.5,1.0,10151.97
Toyota,Yaris,2009,Semi-Auto,44023,Electric,555,46.4,2.0,13995.06
Skoda,Octavia,2017,Semi-Auto,33447,Electric,145,32.5,1.1,14919.75
Vauxhall,Insignia,2005,Manual,75705,Hybrid,125,54.0,1.3,2870.57
Hyundai,i20,2014,Semi-Auto,33771,Hybrid,205,78.7,1.6,11949.92
VW,T-Cross,2007,Semi-Auto,104326,Hybrid,150,68.1,2.1,9297.57
BMW,X5,2015,Semi-Auto,29255,Diesel,20,79.5,2.0,24760.64
VW,T-Cross,2008,Automatic,59226,Electric,150,55.4,1.6,10290.36
Skoda,Kamiq,2018,Semi-Auto,25038,Electric,125,60.4,1.0,15871.76
Hyundai,Tucson,2015,Manual,33319,Diesel,145,52.8,1.6,11629.25
VW,T-Cross,2009,Manual,62102,Petrol,30,33.3,1.8,9222.79
Skoda,Citigo,2013,Semi-Auto,39055,Hybrid,150,61.5,1.5,12446.73
Hyundai,Tucson,2009,Manual,60858,Electric,20,27.0,1.4,7003.11
Mercedes,B Class,2018,Semi-Auto,24057,Diesel,555,62.8,1.4,29441.82
Audi,Q7,2007,Manual,61326,Electric,30,51.6,1.3,13339.41
BMW,1 Series,2011,Semi-Auto,41091,Diesel,125,79.1,2.0,21980.55
Ford,Focus,2016,Manual,51026,Petrol,145,55.3,1.7,14268.31
Toyota,Yaris,2022,Semi-Auto,8201,Petrol,150,44.5,1.7,19418.28
Hyundai,Kona,2006,Automatic,68331,Electric,145,34.6,1.5,6853.98
Vauxhall,Crossland X,2019,Automatic,53936,Petrol,30,69.0,1.1,15329.02
Mercedes,C Class,2017,Semi-Auto,18309,Electric,125,38.9,1.9,29867.39
Toyota,Land Cruiser,2005,Automatic,65117,Hybrid,30,53.4,1.3,8864.95
Skoda,Karoq,2005,Automatic,75072,Hybrid,205,43.1,1.3,6902.91
Ford,EcoSport,2020,Manual,12346,Electric,30,58.8,1.4,17189.95
Hyundai,Ioniq,2009,Semi-Auto,69767,Electric,125,32.1,1.7,7521.96
Mercedes,GLC Class,2018,Automatic,23282,Diesel,145,37.5,2.1,30556.4
Vauxhall,Astra,2011,Automatic,46480,Diesel,205,46.3,1.3,9200.37
Toyota,C-HR,2008,Manual,69417,Hybrid,205,78.0,1.2,10079.3
BMW,1 Series,2017,Automatic,37927,Electric,205,61.6,1.8,26650.05
VW,Passat,2021,Semi-Auto,23713,Diesel,145,46.3,1.4,19262.12
Audi,A5,2016,Manual,39193,Electric,20,39.6,2.2,21279.3
Hyundai,Santa Fe,2014,Semi-Auto,39790,Petrol,125,68.9,1.9,12712.76
Hyundai,Ioniq,2008,Automatic,49519,Diesel,125,40.5,1.5,9604.66
Mercedes,E Class,2018,Automatic,19814,Petrol,125,54.0,2.7,33710.61
Vauxhall,Crossland X,2012,Automatic,37524,Petrol,30,55.3,1.1,10774.49
Ford,Galaxy,2005,Manual,117905,Electric,150,47.6,1.2,3513.46
Ford,Fiesta,2005,Automatic,78535,Diesel,30,39.5,1.2,4434.84
Hyundai,i10,2011,Manual,61633,Electric,20,55.9,1.6,10606.84
Mercedes,A Class,2023,Automatic,8278,Diesel,30,56.8,1.4,33207.39
Hyundai,i10,2022,Automatic,37222,Electric,20,26.6,1.5,18442.82
Ford,EcoSport,2016,Automatic,29336,Petrol,20,67.7,1.9,17087.77
Vauxhall,Crossland X,2015,Semi-Auto,34501,Petrol,20,25.3,1.0,11792.44
BMW,X5,2017,Semi-Auto,20039,Diesel,145,42.8,2.7,27790.13
Mercedes,GLA Class,2012,Semi-Auto,41653,Diesel,555,58.0,2.6,25882.42
BMW,X1,2007,Semi-Auto,57317,Hybrid,20,48.7,2.6,18834.41
BMW,X5,2006,Automatic,80957,Electric,30,46.7,1.5,18179.75
Audi,A6,2006,Manual,79335,Diesel,0,68.0,2.3,17177.08
VW,Passat,2011,Semi-Auto,38510,Petrol,20,34.2,1.3,11143.92
Toyota,Land Cruiser,2005,Manual,71223,Hybrid,125,74.2,2.3,10449.24
Ford,Kuga,2007,Automatic,92097,Diesel,150,68.1,1.1,5084.78
Ford,Mondeo,2019,Semi-Auto,23233,Diesel,0,64.5,1.4,18307.08
Ford,Fiesta,2012,Manual,46626,Petrol,145,50.4,1.4,11281.55
Ford,EcoSport,2011,Manual,50113,Electric,20,26.2,1.5,8551.68
Toyota,C-HR,2021,Manual,6519,Petrol,555,69.4,2.2,21922.05
VW,T-Roc,2009,Automatic,44593,Petrol,125,29.3,1.3,9758.06
VW,T-Roc,2013,Manual,39032,Electric,30,60.1,1.7,13937.53
Ford,Fiesta,2023,Semi-Auto,67870,Petrol,150,61.3,1.5,17524.66
Hyundai,Santa Fe,2005,Semi-Auto,71111,Petrol,145,33.9,1.4,3349.97
BMW,1 Series,2015,Manual,36896,Electric,145,39.4,2.0,25621.78
VW,T-Cross,2010,Automatic,77566,Hybrid,0,57.0,1.6,12297.56
Hyundai,Ioniq,2020,Automatic,15894,Hybrid,0,62.4,1.4,18393.08
Audi,Q7,2012,Manual,35757,Electric,0,54.7,1.8,20588.66
Skoda,Kamiq,2012,Semi-Auto,76981,Hybrid,555,35.4,1.7,11004.78
Ford,Puma,2010,Semi-Auto,94556,Electric,30,57.6,1.2,7493.08
Audi,A3,2022,Manual,12398,Diesel,30,39.9,1.0,25716.67
BMW,4 Series,2013,Manual,49662,Electric,0,63.2,2.8,24605.49
BMW,1 Series,2016,Manual,37274,Diesel,20,53.1,2.0,26946.12
BMW,X5,2013,Semi-Auto,54669,Petrol,205,45.7,2.6,24530.8
Mercedes,GLA Class,2016,Semi-Auto,39633,Electric,125,50.0,2.9,29611.97
BMW,3 Series,2013,Manual,89730,Electric,145,52.2,2.6,22468.66
Mercedes,GLA Class,2007,Manual,62124,Petrol,20,66.1,2.3,20698.49
Mercedes,C Class,2018,Semi-Auto,16794,Electric,20,43.7,2.1,30251.39
Skoda,Fabia,2013,Automatic,39196,Electric,0,29.3,1.7,14414.38
Ford,Galaxy,2008,Semi-Auto,46362,Electric,555,28.4,1.3,8222.16
Vauxhall,Corsa,2009,Manual,48594,Diesel,150,46.3,1.6,9397.29
Hyundai,i30,2019,Automatic,60208,Diesel,150,64.6,1.4,15864.14
Hyundai,Santa Fe,2009,Manual,57694,Hybrid,30,64.0,1.6,5777.5
VW,T-Cross,2021,Automatic,8112,Electric,555,41.2,2.2,22675.46
Ford,Puma,2010,Automatic,40684,Diesel,555,67.6,1.2,11155.57
Audi,A4,2013,Manual,39797,Diesel,205,53.0,2.2,22305.7
Hyundai,Santa Fe,2021,Semi-Auto,29718,Electric,30,37.9,1.3,19901.78
Vauxhall,Astra,2023,Automatic,1141,Diesel,150,69.1,1.3,21805.08
Ford,Mondeo,2012,Automatic,34665,Petrol,555,49.9,1.6,11971.11
Toyota,Yaris,2009,Semi-Auto,80687,Diesel,125,79.1,1.5,12029.7
Hyundai,Ioniq,2014,Manual,30318,Electric,20,27.5,1.6,9820.61
Toyota,C-HR,2011,Manual,37369,Hybrid,30,40.3,2.2,13498.66
BMW,X1,2017,Automatic,25491,Diesel,150,66.0,1.9,27791.8
Ford,Galaxy,2018,Manual,29446,Electric,205,64.1,1.2,17662.91
Ford,Focus,2011,Semi-Auto,57356,Electric,150,37.4,1.0,8798.38
Skoda,Kodiaq,2008,Automatic,63768,Hybrid,30,74.2,1.2,6924.28
BMW,2 Series,2008,Semi-Auto,55706,Hybrid,145,60.9,1.9,15912.6
Skoda,Superb,2014,Manual,63924,Petrol,145,48.9,1.6,10489.48
Ford,Galaxy,2014,Semi-Auto,71166,Diesel,20,75.5,1.5,13371.58
Ford,EcoSport,2008,Manual,84186,Electric,30,47.1,1.3,9093.69
Mercedes,GLC Class,2017,Semi-Auto,24429,Diesel,555,74.5,2.3,30321.44
Ford,Kuga,2019,Automatic,37231,Diesel,555,64.3,1.3,15837.96
Skoda,Kodiaq,2023,Manual,513,Hybrid,555,35.1,1.2,20634.34
Skoda,Kodiaq,2008,Semi-Auto,72737,Hybrid,125,64.3,2.0,8902.18
Mercedes,E Class,2023,Manual,10904,Diesel,30,78.1,1.4,32957.04
Mercedes,C Class,2011,Manual,53211,Petrol,145,29.1,2.5,22450.63
Toyota,Corolla,2012,Automatic,62846,Electric,205,55.6,1.8,13831.18
Ford,Kuga,2011,Automatic,47350,Petrol,145,53.6,2.0,12646.54
Toyota,Aygo,2018,Semi-Auto,36674,Electric,205,26.2,1.2,16454.24
Hyundai,Santa Fe,2019,Semi-Auto,19451,Petrol,20,31.6,1.9,15550.5
VW,T-Roc,2006,Semi-Auto,73798,Hybrid,145,38.5,1.0,3311.53
Vauxhall,Corsa,2016,Automatic,22197,Petrol,150,65.5,1.1,13084.92
Audi,A4,2011,Manual,37686,Electric,0,65.9,1.1,18844.84
Ford,Puma,2010,Automatic,80578,Electric,125,68.3,1.8,10392.09
Ford,Fiesta,2010,Manual,63239,Electric,145,36.9,1.9,10823.15
Ford,Kuga,2006,Semi-Auto,67286,Electric,555,52.8,1.8,5934.75
VW,T-Cross,2010,Manual,53832,Petrol,145,37.9,2.0,12134.81
Mercedes,B Class,2013,Semi-Auto,43286,Petrol,555,35.0,2.4,26704.16
Ford,Focus,2022,Semi-Auto,6627,Petrol,150,40.9,1.7,20122.62
Ford,EcoSport,2015,Automatic,27238,Hybrid,555,49.6,1.5,17228.9
Toyota,Yaris,2020,Automatic,13328,Diesel,150,36.3,1.9,23117.42
Vauxhall,Crossland X,2023,Semi-Auto,9909,Diesel,555,54.6,1.4,20776.06
Mercedes,GLC Class,2008,Manual,56888,Hybrid,20,62.2,2.3,22915.62
Skoda,Citigo,2013,Manual,85460,Petrol,205,40.3,2.0,10785.66
Audi,A4,2021,Semi-Auto,22848,Electric,205,68.4,2.2,31288.83
Audi,Q3,2011,Semi-Auto,59592,Hybrid,205,75.8,2.4,22050.05
Audi,Q5,2015,Manual,32828,Diesel,145,39.0,1.2,21068.48
Ford,Puma,2010,Automatic,46130,Diesel,145,72.7,1.4,12272.52
BMW,1 Series,2009,Semi-Auto,61071,Hybrid,150,37.7,2.4,21627.32
Hyundai,i30,2017,Semi-Auto,55838,Diesel,125,71.0,1.3,15214.42
Vauxhall,Crossland X,2023,Semi-Auto,8908,Petrol,205,57.5,1.8,20388.0
Skoda,Kodiaq,2015,Semi-Auto,76265,Diesel,150,73.7,1.5,11504.91
Ford,Kuga,2007,Manual,64606,Diesel,145,77.2,1.9,9365.31
Toyota,C-HR,2023,Automatic,15229,Petrol,150,47.1,1.1,23022.96
Ford,Galaxy,2010,Semi-Auto,46560,Diesel,205,60.3,1.6,8754.83
Skoda,Fabia,2011,Automatic,37075,Electric,0,55.5,1.5,11380.95
Ford,Fiesta,2012,Automatic,74898,Hybrid,0,54.7,1.3,11409.11
VW,T-Cross,2007,Semi-Auto,70543,Petrol,205,37.7,2.4,9451.62
Skoda,Superb,2015,Manual,46524,Hybrid,555,79.7,1.1,10174.92
Toyota,Land Cruiser,2012,Semi-Auto,97504,Diesel,145,53.8,1.9,13299.2
Ford,Mondeo,2018,Automatic,66560,Diesel,150,37.7,1.0,14200.42
Ford,Fiesta,2017,Manual,40198,Diesel,20,53.3,1.3,14651.01
VW,Tiguan,2020,Automatic,70159,Electric,30,31.5,1.3,18501.27
Toyota,Corolla,2011,Automatic,60265,Diesel,20,36.8,2.0,10188.8
BMW,X5,2007,Semi-Auto,64715,Petrol,125,34.1,3.0,18408.89
Audi,Q7,2016,Semi-Auto,24235,Hybrid,125,64.3,1.2,24127.95
Toyota,Land Cruiser,2018,Manual,15312,Diesel,125,63.4,2.0,20300.54
BMW,4 Series,2020,Automatic,15374,Petrol,20,55.8,2.6,33330.74
Audi,A5,2018,Semi-Auto,73077,Electric,555,45.6,2.0,24953.59
Vauxhall,Astra,2018,Semi-Auto,33755,Electric,145,41.1,1.4,14515.48
Skoda,Kamiq,2006,Manual,80861,Hybrid,150,57.7,1.9,5784.43
Mercedes,B Class,2016,Automatic,38086,Petrol,205,27.3,1.5,27393.72
Hyundai,Kona,2015,Semi-Auto,48923,Diesel,30,37.2,1.2,11509.88
Hyundai,Santa Fe,2012,Manual,42189,Petrol,20,55.5,1.2,7910.87
Mercedes,GLC Class,2021,Semi-Auto,9650,Hybrid,0,36.3,2.6,31652.22
Ford,Puma,2013,Manual,30467,Electric,0,60.8,1.1,12105.74
Toyota,C-HR,2014,Automatic,59418,Petrol,145,70.0,1.5,14810.55
Mercedes,GLA Class,2020,Semi-Auto,97799,Diesel,205,77.1,1.5,30035.95
Mercedes,GLA Class,2012,Automatic,88338,Hybrid,555,55.4,2.4,23191.41
Hyundai,i10,2010,Automatic,42655,Hybrid,555,60.5,1.1,10039.52
Ford,Kuga,2010,Automatic,40863,Petrol,150,58.3,1.2,11108.29
VW,Tiguan,2011,Semi-Auto,75501,Electric,30,32.2,2.2,11742.59
VW,T-Cross,2021,Automatic,21200,Petrol,145,65.1,1.9,19947.51
Skoda,Citigo,2017,Automatic,24230,Hybrid,145,38.0,1.6,15833.75
Skoda,Kodiaq,2017,Automatic,18932,Hybrid,150,54.5,2.0,18639.84
Ford,Focus,2023,Manual,7139,Petrol,30,68.6,1.3,18182.25
Mercedes,B Class,2021,Semi-Auto,12399,Electric,555,39.9,2.2,33711.95
Audi,A3,2021,Automatic,8815,Electric,150,52.0,2.5,29661.82
Audi,A3,2014,Semi-Auto,46248,Electric,125,58.7,2.9,22575.07
Toyota,C-HR,2009,Automatic,67348,Hybrid,0,68.4,2.4,14805.95
Audi,A6,2007,Semi-Auto,64419,Electric,555,26.5,2.8,16802.62
Hyundai,i30,2018,Manual,26970,Diesel,145,39.4,1.1,14629.65
Audi,Q5,2023,Automatic,31651,Diesel,205,68.6,2.6,32772.62
Mercedes,C Class,2020,Semi-Auto,9816,Diesel,30,48.0,2.1,31564.56
VW,Passat,2011,Manual,43552,Electric,150,65.5,1.7,9854.97
BMW,X1,2006,Semi-Auto,75091,Electric,150,47.9,2.3,17990.15
